team_year,experience,height_eff,size,bench,adj_tempo,tempo_kenpom,adj_tempo_kenpom,point_dist_ft_off,point_dist_2p_off,point_dist_3p_off,point_dist_ft_def,point_dist_2p_def,point_dist_3p_def,pos_point_dist_1,pos_point_dist_2,pos_point_dist_3,pos_point_dist_4,pos_point_dist_5,pos_reb_dist_1_off,pos_reb_dist_2_off,pos_reb_dist_3_off,pos_reb_dist_4_off,pos_reb_dist_5_off,pos_reb_dist_1_def,pos_reb_dist_2_def,pos_reb_dist_3_def,pos_reb_dist_4_def,pos_reb_dist_5_def
2016 Vanderbilt,1.34,6.02,78.56,33.48,69.2,69.19,67.7217,20.7103,46.6081,32.6816,21.3034,54.0225,24.6742,16.57,22.2,18.44,22.11,20.68,6.14,7.97,17.17,33.87,34.85,13.63,18.14,18.57,22.31,27.34
2017 Vanderbilt,1.84,1.73,78.27,27.77,67.2,67.1757,65.5596,20.61068702,37.6858176,41.70349538,18.23899371,53.33333333,28.42767296,18.86,19.35,23.61,16.8,21.37,7.08,13.46,21.44,25.5,32.51,17.66,17.66,21.21,19.53,23.94
2009 VCU,1.33,-1.49,75.59,26.94,66.4,66.0864,65.3295,19.918,52.7869,27.2951,22.8412,50.1393,27.0195,18.97,29.75,16.47,14.15,20.65,10.28,5.27,13.96,25.78,44.71,12.22,15.87,15.5,20.76,35.65
2011 VCU,2.17,0.41,76.3,26.97,65.5,65.9302,65.9737,20.5656,43.9246,35.5098,19.0423,56.0419,24.9158,18.67,19.15,17.93,22.58,21.68,7.93,11.74,19.23,30.43,30.67,15.42,15.8,16.03,25.33,27.42
2012 VCU,1.41,1.18,77.2,28.03,65.1,65.7543,64.298,20.7108,46.5686,32.7206,21.1699,54.5961,24.234,18.63,15.16,23.82,24.13,18.26,11.57,9.82,19.67,17.42,41.52,14.18,14.89,20,23.62,27.31
2013 VCU,1.71,-0.17,76.74,33.85,68.8,68.7887,65.764,16.9314,52.6354,30.4332,21.653,52.7766,25.5704,18.13,15.44,20.69,23.59,22.16,13.72,8.95,8.03,33.32,35.98,16.7,11.56,16.06,22.92,32.76
2014 VCU,1.7,-0.81,76.63,32.84,70.6,70.5748,69.3132,19.8171,50.4573,29.7256,21.7353,55.9159,22.3488,19.07,19.7,18.65,23.07,19.52,8.54,9.09,11.37,29.53,41.48,12.9,14.22,17.42,27.82,27.64
2015 VCU,1.39,-1.89,76.5,39.62,66.7,66.6676,66.5049,20.0843,46.2246,33.6911,20.9037,50.0845,29.0118,18.47,22.4,17.89,23.6,17.64,5.57,7.37,22.6,36.8,27.65,13.25,14.75,24.36,25.21,22.43
2016 VCU,2.09,-1.28,76.62,34.55,69.9,69.9071,69.4498,17.9432,53.7936,28.2632,20.2459,54.918,24.8361,17.83,22.29,22.12,17.51,20.25,3.65,12.01,12.98,32.88,38.48,13.63,16.57,17.16,25.24,27.4
2017 VCU,2.16,-0.98,76.4,36.9,68.8,68.8475,68.1834,20.14525994,57.03363914,22.82110092,23.09005548,51.04566795,25.86427657,24.54,19.71,13.21,17.67,24.84,3.04,10.49,13.4,27.49,45.55,14.26,18.37,17.06,15.58,34.71
2019 VCU,1.51,-0.45,77.45,38.57,69,68.9655,68.1835,20.00853242,49.91467577,30.07679181,22.50489237,52.25048924,25.2446184,22.48,20.34,20.23,22.27,14.61,7.04,9.71,13.6,44.12,25.44,14,17.72,15.74,27.99,24.46
2021 VCU,1.22,0.11,77.34,35.43,70.3,70.2879,69.8256,20.27896996,52.68240343,27.03862661,21.13341204,51.23966942,27.62691854,17.8,26.32,20.25,17.71,17.89,11.75,4.49,18.48,28.75,36.48,16.24,20.46,21.41,17.01,24.83
2023 VCU,1.72,-0.12,77.63,33.09,68.4,68.432,68.0086,21.93985599,52.7742482,25.28589581,18.24291887,52.80844935,28.94863178,19.56,17.85,17.96,22.79,21.82,8.36,5.47,14.56,24.56,47.01,11.77,12.93,18.7,29.03,27.54
2010 Vermont,2.05,-1.03,76.04,28.71,67.6,67.4622,65.8979,26.0073,53.7241,20.2686,20.9528,53.1098,25.9374,15.18,17.93,20.93,27.97,17.98,5.96,12.78,16.45,33.77,31.05,12.01,13.73,13.85,30.98,29.43
2012 Vermont,1.4,0.83,77.46,33.27,63.2,63.736,61.3192,21.8634,54.4099,23.7267,19.8814,53.99,26.1286,21.52,16.38,11.56,26.67,23.86,7.07,9.24,26.95,27.93,28.8,12.54,11.62,29.73,20.71,25.4
2017 Vermont,1.93,-0.47,76.78,35,65.3,65.2644,64.3336,17.77688604,56.09951846,26.12359551,16.1095636,56.45311049,27.43732591,20.05,16.65,15.13,27.44,20.72,20.24,5.36,7.02,34.41,32.96,17.49,12.55,20.53,26.68,22.73
2019 Vermont,1.44,-1.47,76.48,33.33,65.7,65.7063,65.3218,20.36881811,46.1860855,33.4450964,17.1538093,49.06564447,33.78054624,20.84,21.79,13.02,29.07,15.26,12.52,8.53,31.71,20.79,26.39,20.95,11.29,20.72,27.97,19.04
2022 Vermont,2.8,-1.38,76.35,32.96,65.1,65.1612,64.9527,14.77872513,49.77669509,35.44457978,14.42736738,50.76846802,34.8041646,28.4,18.06,13.7,12.71,27.07,13.89,19.23,17.32,19.81,29.69,16.74,16.36,17.54,23.99,25.3
2023 Vermont,2.44,-1.27,76.51,33.69,65.5,65.4601,64.6048,15.37462105,48.50584669,36.11953227,16.11241218,52.83372365,31.05386417,27.69,21.05,18.63,16.02,16.56,10.06,8.98,29.09,26.27,25.55,15.89,14.48,27.82,23.14,18.61
2008 Villanova,0.95,0.3,77.11,37.29,69.2,69.3156,67.2121,22.34,49.1559,28.5041,23.694,42.863,33.443,23.96,22.4,16.07,18.2,19.37,5.22,7.73,19.25,30.16,37.65,12.1,16.38,21.86,23.45,26.21
2009 Villanova,2.04,-0.05,77.05,28.99,69.5,69.0715,66.8453,23.7067,50.9078,25.3854,21.7442,43.8795,34.3762,23.5,19.92,16.74,17.47,22.38,7.58,11.39,19.6,31.51,29.92,12.47,16.94,21.65,22.48,26.46
2010 Villanova,1.6,0.44,76.77,36.95,72.3,72.4906,71.172,24.0741,47.9259,28,26.8719,43.178,29.9501,23.64,26.59,16.15,16.74,16.87,8.72,8.32,18.57,29.46,34.92,13.52,13.71,19.75,25.27,27.75
2011 Villanova,1.92,1.5,77.34,25.39,65.9,66.2173,65.5804,24.4128,49.1611,26.4262,21.8157,49.0042,29.1802,25.64,24.61,18.98,13.42,17.34,7.88,7.67,17.25,28.37,38.83,12.19,13.74,18.29,25.85,29.93
2013 Villanova,1.34,1.75,78.22,27.48,66.9,66.9396,65.6855,27.8152,45.4015,26.7833,22.6345,44.5269,32.8386,16.57,20.32,23.49,22.68,16.94,2.55,14.57,16.72,25.25,40.91,12.47,18.28,18.08,22.59,28.58
2014 Villanova,1.55,-0.31,77.53,30.78,67.5,67.5107,65.8913,22.897,42.7009,34.4021,22.7775,48.0318,29.1906,14.04,17.64,23.97,24.7,19.65,6.07,20.28,17.72,20.83,35.1,13.48,16.01,20.35,21.24,28.92
2015 Villanova,1.89,0.13,77.38,31.54,65.1,65.0568,63.8347,21.6412,42.8468,35.512,18.5135,55.0844,26.4022,18.24,19.01,21.75,21.79,19.21,11.66,9.45,19.4,17.51,41.98,15.55,12.2,17.44,18.87,35.94
2016 Villanova,1.71,0.25,77.34,31.49,67.7,67.6994,66.5578,19.211,47.4022,33.3868,17.5383,48.84,33.6217,19.49,18.54,24.45,20.48,17.04,8.75,8.93,26.81,15.6,39.92,10.16,13.22,23.32,18.9,34.4
2017 Villanova,1.75,-0.42,77.64,24.68,65.8,65.8287,63.9872,19.35948183,47.06729039,33.57322778,13.87411348,52.74822695,33.37765957,24.81,24.88,20.07,17.23,12.98,10.51,21.46,10.77,18.93,38.29,14.45,23.48,20.25,19.85,21.93
2018 Villanova,1.33,-0.43,77.33,25.88,70.2,70.2475,68.277,16.14207335,43.66156512,40.19636154,17.06448165,53.86533666,29.07018169,24.55,17.64,23.21,18.5,16.09,4.45,9.99,19.54,27.17,38.82,13.94,17.28,19.99,19.16,29.62
2019 Villanova,1.67,0.42,77.88,24.5,65.7,65.668,63.6099,19.06556142,37.98040693,42.95403165,16.37113402,49.73195876,33.89690722,27.17,18.7,18.1,21.05,14.93,4.57,5.85,24.72,22.18,42.63,17.04,13.24,25.54,21.4,22.72
2021 Villanova,1.83,0.45,77.98,25.62,66.2,66.2426,65.0666,17.70053476,45.56149733,36.73796791,14.7925436,50.39085989,34.81659651,21.99,20.43,14.51,22.53,20.53,7.88,7.39,22.8,34.53,27.4,15.87,15.46,16.47,26.98,25.23
2022 Villanova,2.42,-0.66,77.35,22.84,64.2,64.1915,62.55,19.3323551,41.59941306,39.06823184,16.24003357,49.26563156,34.49433487,25.02,22.77,14.41,17.63,20.15,6.27,9.96,11.13,21.72,50.89,17.91,20.79,17.06,20.37,23.86
2012 Virginia,1.71,0.58,76.94,26.67,61,61.5961,58.3843,20.15,56.6,23.25,18.098,56.1383,25.7637,15.63,17.47,20.69,24.18,22.03,4.25,6.01,15.08,36.13,38.52,11.95,16.22,16.63,27.85,27.35
2014 Virginia,1.46,1.7,78.35,29.07,60.5,60.5011,59.6528,21.764,53.0012,25.2348,19.5631,50.8738,29.5631,13.93,23.76,22.89,19.29,20.13,5.28,12.15,13.84,30.54,38.19,14.24,21.15,17.53,25.36,21.72
2015 Virginia,1.65,1.99,78.28,33.58,58.5,58.4807,57.5332,20.054,57.0144,22.9317,17.9326,49.3432,32.7242,13.72,21.34,22.22,20.58,22.14,3.31,5.81,15.07,34.94,40.86,13.37,17.26,22.24,21.6,25.52
2016 Virginia,1.98,1.44,77.9,31.84,61.2,61.1656,60.6947,18.0503,56.3595,25.5903,19.4869,48.7849,31.7282,17.66,19.71,21.02,17.55,24.06,6.41,7.12,7.58,36.34,42.55,13.57,17.81,19.71,22.8,26.11
2017 Virginia,1.56,0.05,77.41,37.88,60.1,60.098,58.8864,14.95992876,54.05164737,30.98842386,20.40709812,46.86847599,32.72442589,24.31,20.19,22.77,17.03,15.66,5.42,6.71,11.04,34.36,42.4,15.2,16.18,21.39,23.7,23.49
2018 Virginia,1.78,0.24,77.51,28.98,60.5,60.5283,59.1912,14.89268506,52.6500219,32.45729304,17.81045752,47.05882353,35.13071895,22.72,22.7,19.67,19.06,15.81,5.02,6.45,11.13,39.01,38.33,13.99,19.42,18.15,24.86,23.52
2019 Virginia,1.6,1.18,77.2,22.86,61.1,61.0806,59.2665,16.39646279,48.12085483,35.48268239,16.369606,49.15572233,34.47467167,14.13,23.69,24.58,19.68,17.93,8.61,8.82,14.67,30.03,37.86,13.59,17.84,18.51,26.61,23.45
2021 Virginia,1.94,2.41,77.71,20.04,60.8,60.7903,60.0732,13.7829912,48.91495601,37.30205279,16.19299405,50.4957039,33.31130205,15.52,12.22,24.9,22.47,24.86,5.47,8.25,14.88,26.65,44.7,9.66,14.11,25.06,22.85,28.29
2023 Virginia,2.26,0.21,76.58,27.34,62.4,62.3949,61.5696,19.07834101,50.78341014,30.13824885,16.80497925,48.34024896,34.85477178,18.95,19.71,21.38,23.37,16.55,7.83,10.61,11.32,35.76,34.41,12.07,16.12,19.02,25.91,26.83
2017 Virginia Tech,1.77,-0.97,76.57,25.62,69.9,69.9367,68.2782,20.91954023,45.74712644,33.33333333,16.10547667,51.76470588,32.12981744,18.08,19.04,18.19,19.19,25.45,9.15,6.66,6.95,23.14,54.02,13.53,12.85,15.95,29.62,27.98
2018 Virginia Tech,1.78,-1.07,76.79,31.99,70,69.9523,68.6757,18.33712984,48.74715262,32.91571754,16.87657431,46.34760705,36.77581864,21.42,15.75,21.02,19.89,21.91,15.15,8.7,12.91,27.47,35.77,12.76,15.41,18.23,21.81,31.79
2019 Virginia Tech,1.94,-0.65,76.95,22.71,64.4,64.36,63.2505,17.90986791,43.97824398,38.11188811,16.25230203,41.89686924,41.85082873,14.21,20.08,23.6,17.64,24.46,6.75,18.04,8.15,22.24,44.82,16.06,16.83,18.2,21.9,27
2021 Virginia Tech,1.55,0.05,76.42,28.51,66.5,66.4982,66.1503,18.23343849,47.69716088,34.06940063,18.53893866,49.20744314,32.25361819,14.48,21.3,21.79,19.89,22.55,3.04,22.06,3.89,31.61,39.4,11.83,18.17,14.31,26.37,29.31
2022 Virginia Tech,2.16,0.06,76.76,22.15,63.5,63.4606,62.9067,14.28010985,48.1757552,37.54413495,16.3202123,53.16231756,30.51747015,18.93,17.43,18.72,20.67,24.24,6.59,5.51,6.95,42.26,38.66,11.93,19.07,15.34,28.07,25.57
2009 Wake Forest,1.3,5.98,78.25,29.4,75.5,75.3508,72.3248,22.7888,62.1514,15.0598,20.3374,51.3452,28.3174,21.04,20.16,19.16,22.79,16.84,6.62,8.18,20.39,29.3,35.51,14.04,12.46,20.66,29.65,23.2
2010 Wake Forest,1.85,5.9,77.91,25.11,70.5,70.944,68.4678,22.1976,59.9911,17.8113,23.2019,51.8794,24.9188,20.04,18.66,20.28,24.98,16.04,7.19,8.01,18.79,37.78,28.23,16.22,12,18.59,28.31,24.88
2017 Wake Forest,1.4,1.51,77.25,31.26,71.7,71.6922,70.4705,22.64910355,47.93267472,29.41822173,20.71097372,47.99072643,31.29829985,14.08,22.35,19.12,24.78,19.68,3.34,4.48,10.01,42.39,39.77,12.21,16.51,16.8,24.27,30.22
2009 Washington,1.44,-0.74,75.25,30.99,72,71.9705,71.7787,24.0706,59.9324,15.997,19.5441,55.8886,24.5673,26.19,21.09,15.92,21.87,14.93,7.63,8.24,21.45,36.25,26.43,13.21,12.32,18.78,31.22,24.47
2010 Washington,1.53,-0.27,75.72,34.28,73,73.2787,71.3389,22.8692,57.0326,20.0982,24.6526,54.1485,21.1989,25.44,14.95,21.43,21.59,16.59,7.69,10.35,22.92,27.32,31.72,18.28,12.98,19.86,21.42,27.46
2011 Washington,1.93,2.31,76.68,37.08,72.4,72.5481,70.7555,16.5119,52.0124,31.4757,24.3735,53.4357,22.1908,23.05,19.54,19.5,17.55,20.36,8.27,12.16,16.31,23.6,39.67,14.78,15.21,18.12,20.94,30.95
2019 Washington,2.16,-0.01,77.26,26.13,67.2,67.1691,65.8589,18.79729192,48.58622063,32.61648746,20.24882025,50.02145002,29.72972973,22.22,23.87,16.19,22.02,15.65,7.83,13.85,13.52,28.79,35.92,12.64,21.75,16.42,22.4,26.72
2008 Washington St.,2.43,2.87,77.71,21.4,59.5,59.3335,57.7887,20.6882,51.6989,27.6129,17.9747,53.7722,28.2532,18.65,23.94,19.36,17.72,20.33,9.29,7.48,15.46,25.54,42.22,14.07,12.48,21.83,23.21,28.41
2014 Weber St.,1.59,1.74,77.16,23.94,64,63.998,63.2017,25.4344,44.305,30.2606,20.5972,60.4251,18.9777,15.75,23.3,25.22,15.06,20.68,4.04,5.98,6.95,46.53,36.5,10.88,14.87,17.91,29.62,26.72
2016 Weber St.,1.39,0.35,76.78,34.46,68.5,68.5252,66.9958,22.0482,45.9585,31.9932,16.5983,57.8203,25.5814,20.17,20.33,15.15,20.04,24.3,6.7,4.69,7.8,36.55,44.27,12.18,13.81,14.23,25.97,33.81
2008 West Virginia,1.75,1.59,77.91,22.23,66.4,66.2223,63.0942,19.6429,51.7857,28.5714,21.3136,50.1087,28.5776,16.52,20.51,20.07,20.21,22.7,8.73,9.86,26.13,30.01,25.27,17.95,16.26,20.4,22.5,22.88
2009 West Virginia,1.26,1.09,78.47,25.47,66,65.7492,63.2031,20.5474,51.9635,27.4891,21.9602,55.2936,22.7462,21.03,22.33,19.07,18.75,18.83,5.39,14.09,25.8,27.02,27.71,11.86,15.87,19.4,21.95,30.9
2010 West Virginia,1.8,0.9,78.33,25.8,63.7,64.066,62.3139,22.202,49.782,28.016,22.0795,51.947,25.9735,16.9,21.14,19.62,21.77,20.56,6.94,17.77,19.78,27.98,27.53,14.53,17.16,20.61,20.7,27
2011 West Virginia,2.4,0.69,77.38,27.72,64,64.4403,62.7344,23.0569,50.1086,26.8346,21.462,54.358,24.1799,19.42,25.68,16.81,16.05,22.04,6.56,9.09,22.92,29.08,32.34,17.64,15.8,19.6,22.63,24.34
2012 West Virginia,1.47,0.72,76.52,21.42,65,65.9309,63.2691,21.1424,56.607,22.2506,17.5479,57.9763,24.4758,14.58,21.57,15.82,27.17,20.86,7.4,9.73,16.7,39.28,26.9,15.4,14.9,11.94,32.49,25.27
2015 West Virginia,1.36,1.02,76.49,41.79,69.1,69.1384,67.9793,22.4626,50.7474,26.7899,26.6467,48.8452,24.5081,22.65,21.03,18.75,18.59,18.99,6.24,14.15,15.37,34.44,29.8,13.87,12.34,13.51,29.69,30.59
2016 West Virginia,1.72,1.62,77.35,40.12,70.8,70.7679,69.3697,23.7905,53.4012,22.8083,28.9936,44.5396,26.4668,22.44,21.35,20.09,16.87,19.25,11.36,9.76,23.99,24.94,29.94,14.44,13.15,20.36,23.22,28.83
2017 West Virginia,2.02,0.85,77.62,37.42,71.5,71.479,69.8998,20.60384871,52.02388852,27.37226277,22.9023105,46.69639238,30.40129712,21.8,20.03,22.21,18.28,17.62,10.72,10.09,21.89,27.19,30.05,21.38,15.37,15.93,21.8,25.46
2018 West Virginia,1.66,0.52,77.3,34.98,70.5,70.3445,69.0413,19.23076923,48.17813765,32.59109312,23.96116505,42.48543689,33.55339806,24.67,22.83,20.59,18.94,12.94,9.73,11.68,27.2,22.38,28.95,16.7,13.11,24.7,23.37,22.08
2021 West Virginia,1.82,0.2,77.15,29.82,70.7,70.6837,69.6016,21.80115916,49.30896121,28.88987963,15.89277166,52.65677358,31.45045476,20.33,20.23,22.99,13.14,23.27,9.69,5.46,13.92,29.89,40.96,15.01,12.12,11.59,20.25,40.95
2023 West Virginia,2.57,0.87,77.42,31.05,69.9,69.8826,68.8537,22.1604448,49.24543288,28.59412232,21.58703072,50.76791809,27.64505119,20.44,19.35,25.22,17.81,17.12,11.8,7.57,11.1,22.89,46.56,14.06,13.38,19.67,26.44,26.38
2008 Western Kentucky,2.09,-0.59,76.4,39.45,69,68.7887,66.5432,19.2308,51.866,28.9033,26.6197,48.6558,24.7245,23.48,17.27,27.2,17.36,14.68,7.3,9.17,18.54,31.93,33.07,14.33,14.72,21.89,23.54,25.51
2009 Western Kentucky,1.79,-0.84,76.46,24.4,66.3,66.1823,64.2906,18.2692,48.7458,32.9849,17.8924,54.2601,27.8475,21.63,19.09,23.02,19.99,16.26,12.9,7.71,21.12,26.92,31.35,15.36,14.72,21.53,24.3,24.09
2012 Western Kentucky,0.84,-1.78,76.24,34.7,68.1,68.8829,66.9018,23.7236,50.5282,25.7482,22.7444,56.7352,20.5204,20.79,20.78,20.61,19.83,17.99,16.23,10.71,10.83,30.62,31.61,23.27,17.37,16.56,20.25,22.55
2013 Western Kentucky,1.54,-0.18,76.5,34.71,66.9,66.8547,63.8433,20.8137,50.2784,28.9079,21.5272,53.4944,24.9784,15.2,22.54,20.36,22.06,19.84,10.89,11.12,13.78,30.6,33.62,20.15,19.5,17.88,22.11,20.36
2014 Western Michigan,1.69,-0.21,76.91,22.98,66.6,66.6172,65.2493,26.2009,49.4323,24.3668,20.6581,49.1773,30.1645,14.05,28.77,13.67,17.96,25.55,2.37,7.93,25.01,31.3,33.39,11.78,14.05,22.51,20.77,30.9
2012 Wichita St.,2.51,1.18,77.21,34.17,66.7,67.6434,65.0878,19.4433,53.2951,27.2616,20.0797,52.7155,27.2048,21.36,15.69,20.63,19.83,22.49,7.32,8.69,20.98,31.5,31.52,14.07,16.65,15.5,18.42,35.36
2013 Wichita St.,2,2.64,76.49,35.87,64.8,64.7695,62.4159,20.3309,51.1029,28.5662,23.1866,46.8763,29.9371,18.8,16.99,18.94,26.8,18.48,8.17,12.68,13.04,33.36,32.74,17.46,16.37,16.08,23.35,26.75
2014 Wichita St.,1.99,0.46,76.53,29.05,64.5,64.4923,63.5718,24.4546,47.7612,27.7842,20.5643,49.737,29.6987,18.99,19.94,15.68,26.43,18.96,10.96,15.11,17.47,24.17,32.29,15.08,15.16,15.95,26.34,27.46
2015 Wichita St.,1.74,-1.75,76.19,30.39,60.9,60.9344,61.4547,20.2123,50.6157,29.172,21.7324,50.7432,27.5243,22.5,17.81,19.52,20.81,19.36,15.04,9.29,17.13,26.77,31.77,17.7,17.89,18.86,21.34,24.2
2016 Wichita St.,1.87,0.39,76.94,42.07,66.2,66.1715,65.8499,21.5535,48.8003,29.6462,26.5408,43.6382,29.8211,22.05,18.7,18.57,20.16,20.52,5.75,13.57,19.38,32.01,29.28,15.36,18.26,17.44,24.68,24.26
2017 Wichita St.,1.46,0.68,77.72,42.59,69.6,69.6587,68.6272,21.456345,46.51820431,32.02545069,21.836455,45.95705802,32.20648698,17.52,19.56,16.36,22.49,24.02,4.01,8.9,28.6,28.49,29.92,12.21,14.37,19.63,25.85,27.86
2018 Wichita St.,2.36,0.52,77.8,39.2,69.9,69.9288,68.6357,18.93079458,48.11424387,32.95496155,19.62774958,44.58544839,35.78680203,21.98,20.67,11.9,23,22.4,3.54,6.04,27.99,31.83,30.57,11.49,15.8,20.92,24.86,26.88
2021 Wichita St.,1.9,-0.79,76.43,25.03,68,67.952,67.5992,21.86177715,43.86459803,34.27362482,17.60409058,51.27830533,31.11760409,21.18,22.14,17.19,19.77,19.7,4.93,8.98,23.18,30.88,31.98,14.62,16.07,19.65,26.87,22.77
2008 Winthrop,1.91,-1.3,75.77,30.5,64,63.7666,60.9746,17.5814,52.8412,29.5775,20.0528,46.2269,33.7203,18.5,24.89,19.74,21.62,15.24,4.45,11.35,20.25,30.38,33.58,16.47,18.08,20.16,22.72,22.58
2010 Winthrop,1.54,2,77.09,37.28,66.7,66.9038,63.9135,21.291,59.6564,19.0526,22.4596,50.6514,26.889,23.07,18.61,18.19,19.64,20.48,9.2,12.08,19.14,26.24,33.34,13.55,13.37,25.57,23.06,24.45
2017 Winthrop,2.21,-0.97,74.9,34.69,71.2,71.226,70.9519,20.34383954,42.81620958,36.83995088,21.02169982,50.09041591,28.88788427,30,14.25,18.29,17.84,19.62,6.59,6.44,16.35,29.06,41.56,15.2,10.85,15.83,25.68,32.44
2021 Winthrop,1.95,-0.57,76.68,42.04,72.7,72.7021,73.6395,18.86409736,49.18864097,31.94726166,18.91408115,51.55131265,29.53460621,16.65,21.05,21.3,17.72,23.2,16.74,13.65,21.23,11.6,36.69,14.02,15.01,23.44,28.61,18.84
2008 Wisconsin,1.98,3.31,77.43,22.75,62.4,62.192,60.8809,21.7679,51.962,26.2701,16.6667,53.8855,29.4479,20.87,17.93,17.81,18.06,25.34,9.69,9.27,20.69,25.47,34.88,13.55,14.51,20.58,21.62,29.74
2009 Wisconsin,1.9,0.65,76.89,26.36,59,58.8514,58.4386,20.0855,49.5726,30.3419,20.0205,55.6468,24.3326,20.64,18.05,17.31,20.45,23.54,9.7,9.99,20.89,27.25,32.16,14.88,14.3,23.03,25.14,22.65
2010 Wisconsin,1.95,0.48,76.11,26.09,59.9,60.1085,58.6587,18.7895,47.8771,33.3333,20.9798,56.9755,22.0447,26.63,19.66,16.09,11.65,25.97,16.39,10.21,12.11,31.31,29.98,18.41,15.45,18.16,23.26,24.71
2011 Wisconsin,1.96,2.54,77.79,22.01,57.1,57.0086,56.891,18.8745,45.0216,36.1039,20.2309,52.8112,26.9578,27.92,12.14,11.84,18.29,29.8,11.28,19.3,21.54,26.35,21.53,16.85,18.12,17.14,17.3,30.59
2012 Wisconsin,1.89,-0.11,76.64,21.38,59,59.496,57.0497,18.4462,44.4444,37.1094,19.3211,60.47,20.2089,24.02,18.66,17.32,18.59,21.41,10.66,11.36,20.15,30.22,27.61,14.89,16.52,19.27,26.95,22.37
2013 Wisconsin,1.81,0.32,76.86,26.14,61.4,61.4076,59.9822,16.2269,49.6042,34.1689,17.0582,62.1042,20.8376,18.52,16.72,17.86,22.6,24.3,8.98,11.22,24.06,23.46,32.28,14.5,14.34,25.94,21.42,23.8
2014 Wisconsin,1.69,2.17,76.95,20.68,63.8,63.8201,62.7652,22.986,45.1128,31.9012,17.1875,60.1151,22.6974,19.91,17.09,14.57,23.01,25.43,11.79,9.59,12.7,28.42,37.49,18.52,17.25,15.83,23.06,25.35
2015 Wisconsin,2.08,5.05,79.17,21.24,59.3,59.2656,58.0767,20.1379,50.069,29.7931,14.3103,59.6476,26.0421,15.25,13.76,19.56,23.11,28.32,11.5,9.31,29.46,28.34,21.39,12.4,11.68,22.11,20.78,33.03
2016 Wisconsin,1.35,1.1,78.02,22.58,64.1,64.0913,63.2633,21.5761,49.4732,28.9507,19.8655,53.0942,27.0404,13.51,20.82,19.56,23.12,22.99,10.65,6,24.67,25.74,32.95,16.26,12.27,19.85,21.42,30.2
2017 Wisconsin,2.07,0.89,77.53,30.35,64.6,64.5856,63.2884,16.91560866,51.38162808,31.70276326,17.89428076,49.48006932,32.62564991,21.77,17.77,15.68,21.09,23.69,2.93,9.02,24.22,24.8,39.04,13.29,12.07,20.36,22.69,31.59
2019 Wisconsin,1.61,1.46,77.32,27.91,64.9,64.8745,63.61,14.74496357,54.26489498,30.99014145,16.00762268,53.26345879,30.72891853,20.74,17.5,14.72,21.66,25.36,3.34,7.73,22.65,32.78,33.47,13.28,15.55,16.57,26.88,27.7
2021 Wisconsin,2.38,1.72,77.97,28.77,65.8,65.7692,64.9341,16.79741578,45.96215967,37.24042455,17.52371443,53.41987019,29.05641538,22.15,17.38,17.45,15.86,27.15,3.29,7.84,24.14,26.69,38.03,15.97,16.51,20.89,22.5,24.12
2022 Wisconsin,1.47,2.38,78.35,23.19,67.2,67.1476,66.466,20.14731369,52.16637782,27.68630849,15.9393661,55.94855305,28.11208085,15.2,20.82,28.49,18.21,17.26,4.01,7.39,20.08,28.85,39.6,11.2,17.5,29.5,22.31,19.46
2010 Wofford,1.88,-3.14,75,36.46,65.4,65.8847,63.1377,23.1199,51.7404,25.1397,20.6205,55.4654,23.9141,13.05,18.93,20.56,21.21,26.25,6.76,8.09,13.89,36.1,35.16,9.93,17.17,22.36,29,21.53
2011 Wofford,2.71,-2.34,75.66,21.03,64.5,64.5106,63.4771,21.5428,54.8361,23.6211,23.0437,52.5724,24.3839,13.63,22.48,21.63,21.78,20.48,3.97,5.15,22.6,34.89,33.4,10.89,20.02,21.36,24.27,23.47
2014 Wofford,1.3,-2.78,75.69,28.68,62.5,62.4555,60.7578,18.3789,55.7563,25.8647,21.4513,56.4619,22.0869,21.7,22.71,21.22,19.68,14.69,6.17,10.46,7.36,41.79,34.21,16.03,20.18,15.45,27.18,21.16
2015 Wofford,1.75,-3.06,75.57,32.22,62.2,62.1234,60.5424,20.2221,51.18,28.5979,21.4358,54.2973,24.2669,21.69,18.56,23.97,20.44,15.35,7.65,9.39,11.81,33.88,37.26,17.9,20.9,14.11,22.92,24.17
2019 Wofford,1.81,0.88,76.81,28.95,68.1,68.1431,65.6363,14.63509317,44.95341615,40.41149068,18.41372913,49.72170686,31.86456401,13.23,23.65,25.11,23.9,14.11,1.98,6.63,3.73,42.54,45.12,12.2,16.21,12.63,30.78,28.17
2018 Wright St.,1.45,0.44,76.81,29.91,69.7,69.7118,68.2124,20.6955775,50.57964792,28.72477458,18.17351598,47.03196347,34.79452055,18.15,20.66,20.16,22.18,18.82,11.76,12.73,12.19,30.32,32.98,16.11,16.97,20.41,23.36,23.14
2022 Wright St.,1.55,-0.17,76.96,16.97,69.2,69.1928,68.4334,18.95573212,55.39160045,25.65266742,15.32385466,56.24012638,28.43601896,19.81,9.76,22.8,20.92,26.69,7.34,9.64,23.07,22.86,37.06,13.43,15.96,21.87,21.01,27.71
2015 Wyoming,2.32,1.11,77.03,24.02,58.4,58.3804,58.648,21.3861,49.2079,29.4059,16.8516,50.5018,32.6466,18.25,21.49,15.16,27.36,17.75,7.42,9.05,10.8,32.47,40.27,13.63,14.03,16.61,28.38,27.35
