team_year,experience,height_eff,size,bench,adj_tempo,tempo_kenpom,adj_tempo_kenpom,point_dist_ft_off,point_dist_2p_off,point_dist_3p_off,point_dist_ft_def,point_dist_2p_def,point_dist_3p_def,pos_point_dist_1,pos_point_dist_2,pos_point_dist_3,pos_point_dist_4,pos_point_dist_5,pos_reb_dist_1_off,pos_reb_dist_2_off,pos_reb_dist_3_off,pos_reb_dist_4_off,pos_reb_dist_5_off,pos_reb_dist_1_def,pos_reb_dist_2_def,pos_reb_dist_3_def,pos_reb_dist_4_def,pos_reb_dist_5_def
2015 Gonzaga,2.13,5.72,78.25,29.42,65,64.9509,64.2083,18.7153,54.5139,26.7708,18.7063,53.7587,27.535,16.65,16.14,16.89,25.8,24.52,4.77,7.56,22.57,31.73,33.37,11.52,11.92,18.63,30.49,27.44
2016 Gonzaga,1.79,5.31,78.63,22.59,68.3,68.325,67.1988,19.0995,51.2709,29.6296,18.0952,54.632,27.2727,17.25,18.06,10.95,28.88,24.86,10.37,8.24,16.97,22.58,41.83,13.7,14.78,14.44,20.94,36.14
2017 Gonzaga,1.83,3.18,78.51,31.94,70.9,70.8928,70.022,19.80136561,53.56921167,26.62942272,17.72310259,54.37864887,27.89824854,23.03,15.3,15.77,19.64,26.22,8.11,7.12,10.58,36.36,37.76,20.78,10.96,11.99,27.18,29.03
2018 Gonzaga,1.53,1.37,78.45,28.36,69.4,69.407,68.9851,16.59657069,51.5690715,31.83435781,18.08383234,49.34131737,32.5748503,17.4,17.74,18.66,24.1,22.09,6.48,10.12,20.89,30.51,31.97,12.22,14.11,17.94,28.82,26.89
2019 Gonzaga,1.91,0.63,78.21,23.41,71.6,71.5883,69.7687,18.5630589,54.88744989,26.54949121,16.95833333,53.16666667,29.875,15.07,19.83,12.37,27.98,24.7,6.14,10.56,17.66,26.2,39.36,11.08,15.96,20.49,25.09,27.33
2021 Gonzaga,1.54,0.65,78.11,24.27,75.3,75.2784,74.7701,17.62281003,57.6434215,24.73376846,15.91928251,54.88789238,29.19282511,18.63,17.33,16.72,21.49,25.77,11.41,22.61,6.54,19.89,39.47,19.49,24.63,13.28,18.56,23.99
2022 Gonzaga,1.57,2.14,78.74,25.72,73.8,73.7703,72.4831,15.69892473,56.12903226,28.17204301,15.57338367,54.55403492,29.87258141,16.21,16.97,17.9,23.44,25.48,3.72,6.38,22.42,34.66,32.81,10.97,12,18.07,23.43,35.53
2023 Gonzaga,2.16,0.92,78.04,24.89,71.5,71.5446,70.0663,17.01589595,56.21387283,26.77023121,15.94754653,50.42301184,33.62944162,14.62,18.28,18.93,20.18,28,3.94,13,12.99,31.04,39.02,12.79,15.93,23.59,22.45,25.24
2021 Grand Canyon,2.17,2.14,77.42,26.36,66.7,66.7431,65.4771,18.01200801,54.96997999,27.01801201,18.80212282,49.12812737,32.06974981,20.55,16.81,14.25,22.73,25.56,7.76,9.59,8.97,35.5,38.06,14.48,13.6,15.48,24.69,31.63
2023 Grand Canyon,1.71,-0.6,77.14,32.29,65.9,65.9325,65.1541,20.35436474,45.03025065,34.61538462,19.74522293,53.50318471,26.75159236,19.61,28.43,15.41,21.16,15.39,9.96,9.73,10.26,26.23,43.82,13.37,17.55,16.09,25.15,27.84
2016 Green Bay,2.07,-0.89,76.72,31.62,76.8,76.8253,76.1219,21.7716,52.2946,25.9338,19.9345,51.3641,28.7013,22.49,20.84,20.83,18.62,17.22,6.27,21.21,20.34,23.07,29.1,12.61,16.94,22.94,26.37,21.15
2011 Hampton,2.2,-0.09,77.03,25.22,67.2,67.6211,66.566,22.4846,48.7482,28.7671,22.0727,51.3204,26.6069,16.75,25.6,28.61,14.26,14.78,7.65,14.59,9.27,33.06,35.42,11.02,16.5,17.42,26.64,28.42
2015 Hampton,1.99,-0.91,75.85,35.2,69.2,69.1423,68.6346,23.8704,51.3214,24.8082,25.1362,50.1047,24.7591,17.57,23.29,18.17,24.44,16.53,10.33,10.34,14.5,28.86,35.97,12.81,11.65,18.43,31.89,25.23
2016 Hampton,2.29,-1.48,76.04,29.87,71.9,71.8773,71.2725,22.4499,51.2642,26.286,21.0595,51.8454,27.0951,16.66,23.74,19.7,23.92,15.98,7.45,8.74,11.16,35.27,37.39,15.07,10.36,12.89,33.87,27.82
2021 Hartford,1.95,0.78,76.09,25.49,66.5,66.4658,66.7023,17.00636943,48.78980892,34.20382166,14.53715776,53.58539765,31.87744459,15.94,20.77,24.75,19.18,19.32,7.51,8.77,18.72,23.44,41.48,12.62,17.31,25.23,23.18,21.62
2012 Harvard,1.72,-1.28,76.76,30.03,60.7,61.5334,59.748,23.0966,49.7701,27.1334,17.8507,57.0746,25.0746,16.85,15.72,19.35,24.18,23.9,2.11,7.06,16.97,34.71,39.15,10.05,13.1,13.72,27.16,35.97
2013 Harvard,1.3,-2.68,76.62,17.32,63.9,63.8389,62.4831,24.899,47.0707,28.0303,18.7166,57.861,23.4225,19.23,19.36,19.36,20.41,21.63,6.71,12.86,12.86,30.1,37.47,11.65,16.06,16.06,17.64,38.59
2014 Harvard,2.13,-1.49,76.56,24.16,64.6,64.5519,64.1253,25.265,50.8834,23.8516,21.7755,52.846,25.3786,18.1,19.73,19.58,22.17,20.42,7.04,11.37,12.41,39.69,29.49,11.06,16.22,15.53,28.28,28.9
2015 Harvard,2.2,0.11,76.97,26.19,61,61.0411,61.137,22.9508,54.8332,22.2159,19.1814,52.7795,28.0391,17.89,22.5,26.39,18.24,14.98,4.2,11.17,30.26,25.91,28.46,10.7,15.84,21.94,28.52,22.99
2016 Hawaii,2.15,1.72,77.22,33.09,71.3,71.2522,70.5206,23.1742,49.0412,27.7846,24.1898,50.1644,25.6458,15.74,17.62,21.37,19.13,26.15,10.79,10.96,17.62,31.82,28.82,13.58,13.5,18.41,22.61,31.9
2016 Holy Cross,1.65,-0.61,76.3,26.9,64.7,64.729,63.6033,20.5558,46.2285,33.2157,18.5685,47.9346,33.4969,13.55,17.78,23.89,23.85,20.93,9.82,11.96,23.41,27.06,27.76,14.24,12.88,23.97,24.28,24.63
2010 Houston,2.04,-0.76,76.06,27.94,71.6,71.6911,70.8516,19.9029,48.6184,31.4787,21.6206,55.7071,22.6724,13.43,26.45,26.74,16.9,16.48,4.52,15.77,16.17,25.26,38.28,10.97,20.06,20.48,22.08,26.41
2018 Houston,2.14,-1.32,75.56,34.14,68.4,68.3795,68.2176,18.02607076,48.78957169,33.18435754,24.30647292,45.17833554,30.51519155,29.44,17.12,19.44,18.56,15.42,8.52,7.19,15.72,29.05,39.48,14.46,13.04,19.09,26.36,27.01
2019 Houston,1.79,-0.96,76.19,33.47,67.5,67.4728,66.1482,17.58162899,46.57337639,35.84499462,23.33923826,45.70416298,30.95659876,25.23,17.78,20.36,19.56,17.04,7.6,8.85,17.77,20.99,44.71,12.29,18.29,24.88,21.49,23.01
2021 Houston,1.88,-0.6,77.11,29.54,66,65.975,64.9246,18.51851852,45.82256675,35.65891473,23.50027518,47.1106219,29.38910292,22.09,28.19,20.04,15.37,14.26,4.08,14.48,12.83,38.6,29.92,11.74,20.46,21.71,28.51,17.51
2022 Houston,2.25,0.64,77.41,26.52,65.5,65.4652,63.8376,15.40084388,53.16455696,31.43459916,22.3466189,44.60367219,33.04970891,20.03,21.29,16.19,18.49,23.95,5.15,8.78,16.4,32.55,37.04,13.19,23.15,17.75,24.15,21.7
2023 Houston,1.47,-0.58,76.73,27.44,64.8,64.7857,63.3299,15.92920354,52.93644409,31.13435237,22.58938245,43.77031419,33.64030336,19,24.88,16.77,20.7,18.59,6.14,8.11,16.09,33.32,36.26,12.69,14.66,19.46,27.88,25.23
2023 Howard,1.65,0.68,76.88,36.31,71,71.0452,68.9681,18.40490798,50.04382121,31.55127082,19.14704576,50.99955575,29.85339849,18.37,21.29,18.26,23.22,18.86,6.86,22.2,25.71,24.49,20.73,16.77,15.93,20.02,23.09,24.16
2009 Illinois,1.86,3.92,77.65,25.73,62.8,62.8633,61.8419,13.5209,60.8893,25.5898,15.9979,57.3045,26.6975,13.95,17.66,21.34,23.27,23.78,11.05,10.64,18.31,31.75,28.25,13.99,15.55,16.54,28.45,25.47
2011 Illinois,2.02,5.72,79.14,27.51,66.3,66.4718,65.2946,16.2868,54.8695,28.8438,20.5671,51.7552,27.6778,21.48,22.05,19.15,17.81,19.51,6.22,9.52,28.27,22.35,33.64,12.44,15.48,24.01,22.76,25.32
2013 Illinois,2.23,2.31,77.61,27.12,65.6,65.6028,64.2338,19.0676,47.0391,33.8933,20.8719,49.6697,29.4584,21.33,24.63,23.31,14.34,16.39,10.19,7.84,18.65,33.98,29.34,18.76,20.5,23.29,16.49,20.96
2021 Illinois,1.64,0.66,77,28.15,71.6,71.5738,70.7135,19.06287545,56.54785743,24.38926712,18.18609023,53.47744361,28.33646617,18.34,15.83,17.2,21.61,26.97,6.06,3.96,16.22,24.28,49.42,17.78,12.87,23.21,20.37,25.73
2022 Illinois,2.27,1.65,77.3,28.56,68.2,68.1937,67.0758,17.71172638,46.25407166,36.03420195,17.98917944,56.71776375,25.29305681,24.81,16.82,12.44,16.78,29.16,6.35,7.71,15.73,29.36,40.84,13.33,12.23,20.15,21.79,32.49
2023 Illinois,1.41,1.32,78.71,31.6,69.3,69.2852,69.3873,18.25031394,50.98367518,30.76601088,18.15212319,54.68968735,27.15818945,18.34,25.14,13.02,25.68,17.75,6.4,15.71,27.26,23.92,26.62,13.87,16.93,20.09,26.75,22.27
2008 Indiana,1.6,1.16,77.42,24.1,67.3,67.0355,65.6213,23.3037,49.9192,26.7771,17.5788,50.5566,31.8646,21.5,27.18,14.24,11.48,25.6,5.87,11.9,21.48,27.17,33.58,12.16,12.99,24.89,16.98,32.98
2012 Indiana,1.61,4.44,78.08,30.67,66.9,67.772,66.0427,23.5442,51.7613,24.6945,20.0251,52.5084,27.4666,19.32,18.3,18.97,18.15,25.25,4.3,19.84,21.76,21.04,33.06,11.77,18.12,18.42,25.79,25.9
2013 Indiana,1.69,3.1,77.48,25.49,67.5,67.5189,65.7072,23.7372,49.0286,27.2342,17.7996,54.2934,27.907,15.06,16.64,21.82,20.02,26.45,3.98,14.48,27.65,21.49,32.4,13.06,13.82,19.71,24.32,29.1
2015 Indiana,0.98,-1.27,76.46,31.95,66.8,66.8559,66.0482,17.7744,45.8792,36.3464,18.1296,57.7523,24.1181,23.3,19.11,21.56,17.43,18.6,6.91,12.02,19.09,32.39,29.59,13.59,17.39,18.71,22.95,27.36
2016 Indiana,1.75,0.66,77.34,36.88,68.8,68.7995,67.7325,17.4334,46.7658,35.8008,17.123,56.1504,26.7266,22.28,18.23,18.01,18.35,23.13,11.04,8.44,18.85,26.25,35.42,14.23,16.51,20.8,22.79,25.67
2022 Indiana,1.41,0.57,78.02,30.99,67.9,67.8765,66.9603,18.8054883,56.25504439,24.93946731,20.07772021,45.59585492,34.32642487,21.34,14.8,15.55,19.42,28.85,11.05,4.67,21.23,27.95,35.04,17.19,12.14,17.96,25.55,27.11
2023 Indiana,1.5,0.35,78.58,29.6,68.5,68.4707,68.1266,16.5993538,60.74313409,22.65751212,18.59229748,48.60557769,32.80212483,15.43,19.95,16.42,19.74,28.43,9.65,6.3,13.96,27.35,42.7,14.25,14.74,14.6,22.79,33.59
2011 Indiana St.,1.64,-1.06,76.97,35.24,64.7,65.078,65.4175,21.689,47.4389,30.8722,26.2326,47.2558,26.5116,20.66,20.71,20.18,19.3,19.15,12.74,10.52,19.33,25.15,32.26,20.67,15.69,18.6,20.92,24.12
2012 Iona,2.4,-3.1,75.12,27.68,71.1,71.6885,69.0723,16.0819,56.0673,27.8509,16.375,54,29.625,21.22,19.16,19.81,16.86,22.94,10.38,14.33,12.97,24.21,38.11,14.03,19.29,15.7,21.41,29.58
2013 Iona,2,-2.09,75.37,28.45,70.3,70.2011,68.6813,19.6853,49.2499,31.0648,17.2254,51.3295,31.4451,19.21,23.96,21.35,17.14,18.34,11.08,9.71,14.96,23.55,40.7,14.04,12.55,18.25,20.67,34.49
2016 Iona,2.18,-0.09,76.58,29.61,72.3,72.3431,71.7927,17.618,45.0533,37.3288,20.6446,47.8988,31.4565,11.13,25.89,22.97,20.52,19.49,5.34,9.53,13,31.92,40.2,12.55,18.93,17.92,24.46,26.14
2017 Iona,1.93,-0.63,76.03,32.96,72.5,72.4396,70.4839,18.23675791,45.28972627,36.47351582,18.85459279,49.90702864,31.23837858,16.89,19.7,18.41,18.06,26.94,12.19,12.13,8.37,13.78,53.49,11.96,17.56,16.18,19.53,34.75
2018 Iona,2.26,-0.92,75.88,32.16,71.6,71.5971,70.6965,17.0984456,46.85418209,35.97335307,15.25749424,53.95849347,30.7840123,19.69,18.5,18.74,23.83,19.24,10.13,8.08,11.46,19.08,51.2,12.13,16.87,18.81,23.31,28.85
2019 Iona,2.01,0.54,76.83,22.82,71.3,71.3027,70.5217,20.57661927,44.23380727,35.18957346,15.70972887,46.73046252,37.55980861,19.96,20.58,21.66,17.06,20.74,9.34,14.17,16.69,28.49,31.31,11.48,16.38,18.05,18.88,35.21
2021 Iona,1.75,0.5,76.33,24.37,69.8,69.8206,68.3119,20.18706157,48.94777864,30.86515978,25.56770395,46.93019344,27.50210261,23.62,26.12,17.45,13.11,19.62,2.69,10.12,17.92,28.24,40.92,11.29,14.44,18.93,27.41,27.82
2023 Iona,1.9,1.49,77.5,26,68.8,68.9173,68.8987,16.98113208,55.29457066,27.72429727,19.2760181,54.11764706,26.60633484,26.1,21.74,15.55,19.08,17.54,7.24,13.25,14.33,35.84,29.34,19.32,15.43,15.34,25.66,24.25
2014 Iowa,1.89,4.44,78.86,40.68,70.3,70.2372,69.1598,24.5444,54.1465,21.309,20.8531,49.5476,29.5993,14.64,24.72,20.59,21.7,18.35,5.24,8.36,25.32,21.56,39.53,12.12,11.68,24.93,28.4,22.86
2015 Iowa,2.11,4.77,78.95,36.63,64.4,64.3968,63.3054,22.6813,53.0354,24.2833,18.1218,49.7404,32.1378,15.62,14.36,21.36,26.94,21.71,5.7,8.96,21.86,23.59,39.88,11.32,13.07,22.98,27.2,25.43
2016 Iowa,2.13,4.37,78.47,28.92,69.3,69.2986,68.812,18.7427,49.7462,31.5111,15.0853,53.1701,31.7446,14.87,18.37,22.19,24.91,19.66,6.12,7.97,24.01,23.22,38.69,13.47,13.79,18.32,24.13,30.28
2019 Iowa,1.52,1.28,78.36,32.15,70.3,70.2251,69.3715,22.88321168,45.91240876,31.20437956,16.17021277,51.21856867,32.61121857,19.26,16.29,19.53,19.46,25.45,6.19,11.96,25.06,23.97,32.79,12.25,13.81,25.52,25.91,22.5
2021 Iowa,1.7,1.82,77.91,30.77,71,70.9678,69.9829,17.26396917,47.93834297,34.79768786,13.3037694,50.11086475,36.58536585,16.72,12.16,18.75,20.41,31.92,4.63,7.37,13.91,30.55,43.47,13.72,10.86,24,24.29,27.09
2022 Iowa,1.7,0.57,77.5,38.35,70.3,70.3455,69.5965,17.42904841,49.41569282,33.15525876,15.80796253,53.86416862,30.32786885,16.17,16.15,21.48,29.68,16.52,5.48,14.72,23.8,31.59,24.4,9.63,14.67,23.59,27.17,24.94
2023 Iowa,2.04,0.53,78.34,27.84,69.6,69.5921,69.5377,18.81573822,51.03233346,30.15192832,14.06971861,57.4548509,28.47543049,16.02,15.71,18.28,27.55,22.42,9.14,13.98,16.9,32.75,27.22,12.06,16.21,21.92,26.12,23.68
2012 Iowa St.,1.89,-0.75,76.91,24.46,67.6,68.0371,65.1229,20.2008,44.498,35.3012,15.9668,58.7052,25.3281,20.23,22.08,15.18,20.99,21.52,16.21,4.2,10.44,35.75,33.39,14.89,12.57,14.5,29.39,28.65
2013 Iowa St.,2.34,-0.46,76.7,25.77,70.3,70.2898,67.5365,18.3159,44.3325,37.3516,19.7506,54.3041,25.9453,16.2,21.46,18.36,23.85,20.13,6.48,10.48,30.75,23.17,29.12,9.19,16.11,28.75,23.55,22.4
2014 Iowa St.,1.57,-2.96,76.67,21.52,72,71.953,70.4795,18.8692,50.92,30.2108,19.0814,51.9044,29.0142,11.74,18.67,21.54,22.57,25.47,7.06,11.53,21.71,38.35,21.36,11.93,17.27,21.62,28.74,20.44
2015 Iowa St.,1.99,-0.29,77.51,29.57,69.9,69.8477,69.3108,18.9792,51.1909,29.8299,15.601,52.6854,31.7136,17.63,17.86,20.09,21.92,22.5,9.29,4.63,25.58,24.68,35.81,13.19,17.11,22.01,22.16,25.53
2016 Iowa St.,2.43,0,77.46,18.97,71.7,71.7188,71.0322,13.8015,55.4857,30.7128,14.6667,54.7048,30.6286,16.73,17.53,18.63,25.76,21.34,8.86,13.56,14.02,17.45,46.11,13.52,17.22,19.26,22.67,27.34
2017 Iowa St.,2.53,-1.43,76.81,28.34,70.6,70.637,68.1638,14.95227996,48.56839873,36.47932131,15.53973903,52.43179122,32.02846975,21.55,23,20.92,20.51,13.98,10.69,12.71,11.81,22.04,42.69,13.87,18.95,19.23,26.96,20.95
2019 Iowa St.,1.51,-0.26,77.66,22.2,68.7,68.6743,67.6056,16.71619614,50.52005944,32.76374443,14.88469602,50.39832285,34.71698113,24.49,15.1,12.52,26.42,21.42,12.79,11.92,12.02,21,42.19,23.66,21.19,14.27,16.82,24
2022 Iowa St.,2.21,-0.26,76.51,27.23,67.2,67.2114,66.0731,15.85365854,53.57142857,30.57491289,21.56235724,51.43901325,26.99862951,20.4,20.84,24.96,17.42,16.39,7.82,13.66,17.9,19.34,41.28,16.62,20.23,20.3,21.05,21.8
2023 Iowa St.,2.41,0.47,77.27,31.05,65.8,65.8211,64.3155,15.57077626,55.79908676,28.63013699,22.31075697,40.93625498,36.75298805,15.54,21.02,23.93,16.03,23.45,14.94,6.74,9.47,26.68,42.11,17.79,14.71,16.83,26.83,23.8
2017 Jacksonville St.,1.78,0.76,76.71,24.6,65,64.9709,63.5728,18.57394366,49.73591549,31.69014085,20.05312085,45.94953519,33.99734396,20.51,21.58,17.72,17.55,22.63,6,5.69,18.05,39.49,30.74,11.76,9.53,17.02,29.37,32.29
2022 Jacksonville St.,2.46,0.54,76.55,26.88,66.2,66.1608,65.1165,17.0754717,45.28301887,37.64150943,14.71172962,46.52087475,38.76739563,21.16,21.84,21.17,17.65,18.16,6.92,9.03,9.42,36.26,38.3,12.48,18.38,18.44,20.53,30.14
2013 James Madison,1.63,-1.29,77.44,30.13,64.3,64.3338,62.5026,21.2702,51.7477,26.9821,21.8831,49.6131,28.5039,16.89,17.62,20.42,25.26,19.82,12.56,15.55,20.32,24,27.57,12.99,15.86,21.06,26.12,23.97
2008 Kansas,2.09,2.44,76.99,29.38,69,68.8789,66.8546,18.5043,56.3758,25.1198,19.2917,46.3333,34.375,18.37,17.25,19.55,23.76,21.06,5.77,5.59,22.11,31.72,34.81,12.87,13.9,18.37,28.48,26.38
2009 Kansas,0.88,2.46,76.63,25.51,69.5,69.4385,66.4233,21.1567,53.8806,24.9627,22.4454,47.4236,30.131,26.73,15.15,15.37,19.23,23.51,6.21,7.66,9.07,37.81,39.25,10.76,11.4,11.97,25.2,40.67
2010 Kansas,1.44,2.8,77.2,30.74,69.5,70.0725,66.6569,20.7354,52.5026,26.762,19.9394,50.346,29.7145,22.24,13.94,20.46,23.28,20.09,4.33,7.12,12.23,36.74,39.58,9.69,12.69,16,24.58,37.04
2011 Kansas,2.01,1.46,77.09,32.02,70.2,70.5076,68.9821,18.9689,54.6693,26.3619,20.7079,51.8308,27.4614,15.69,15.37,16.05,26.9,25.99,5.91,6.53,10.97,31.53,45.06,12.75,10.95,12.71,25.96,37.62
2012 Kansas,2.19,1.92,78.18,22.67,67.5,68.0938,65.9779,20.8377,55.9162,23.2461,21.5621,49.0237,29.4142,24.58,16.66,14.66,20.41,23.69,3.2,7.97,17.12,37.21,34.49,9.94,13.67,12.39,30.19,33.81
2013 Kansas,1.94,2.41,78.24,22.1,67.6,67.636,65.5441,21.4234,55.284,23.2926,20.9424,48.1675,30.8901,16.07,23.49,19.76,18.11,22.56,4.22,12.46,14.55,38.22,30.56,12,17.05,12.92,27.38,30.65
2014 Kansas,0.72,2.55,77.61,29.13,68.8,68.7862,66.8907,24.0593,55.4269,20.5137,24.6536,48.5738,26.7726,15.42,16.26,22.08,23.32,22.92,2.95,9.22,24.5,27.9,35.44,10.92,9.82,21.65,23.33,34.27
2015 Kansas,0.97,1.13,77.59,34.37,66.8,66.7924,66.6617,23.8188,51.23,24.9512,20.2743,52.7218,27.0039,20.55,18.03,22.91,20.62,17.89,6.89,11.01,17.37,29.9,34.84,15.2,11.11,25.34,23.09,25.26
2016 Kansas,1.86,1.64,77.25,28.81,69.2,69.2473,68.811,19.791,50.9777,29.2313,23.0184,49.96,27.0216,18.89,18.67,22.45,22.38,17.61,7.94,6.65,13.26,24.67,47.48,16.08,13.87,17.82,19.89,32.34
2017 Kansas,1.81,1.09,77.17,24.04,71.4,71.434,70.2533,17.86310518,50.28380634,31.85308848,18.23802164,50.69551777,31.06646059,27.16,17.65,19.64,19.61,15.89,6.61,6.58,22.62,17.27,46.86,16.05,12.91,21.87,17.69,31.44
2018 Kansas,1.79,1.08,77.7,20.88,70.1,70.1467,68.4279,14.27221172,48.77126654,36.95652174,15.12665002,51.08811987,33.71387799,22.43,21.03,15.05,19.58,21.91,7.57,8.86,16.82,16.37,50.38,15.03,22.29,19.66,14.12,28.9
2019 Kansas,1.03,0.55,77.52,32.01,70.6,70.6439,69.9355,17.87155963,53.50458716,28.62385321,16.63366337,46.65346535,36.71287129,17.54,16.26,18.93,18.24,29.03,7.96,9.11,10.72,28.26,43.94,12.77,12.84,17.21,25.05,32.12
2021 Kansas,1.47,0.4,78.15,25.52,69.4,69.3839,68.2629,17.7925785,51.66508088,30.54234063,16.92229039,50.30674847,32.66871166,17.08,19.72,16.28,21.47,25.41,8.77,8.5,11.77,29.37,41.55,11.41,17.9,18.61,30.36,21.68
2022 Kansas,2.1,0.21,77.14,24.81,69.5,69.5494,69.0976,17.73729626,54.84180249,27.42090125,17.84386617,54.27509294,27.88104089,14.61,20.15,23.83,18.96,22.41,6.39,9.13,13.84,23.63,46.94,12.67,12.13,21.7,26.49,26.96
2023 Kansas,1.49,0.13,77.45,18.1,70.1,70.0971,69.2715,16.91522763,55.18053375,27.90423862,19.35064935,52.46753247,28.18181818,14.56,14.7,19.6,29.36,21.75,7.51,17.53,31.86,22.84,20.2,10.42,18.85,20.04,30.44,20.22
2008 Kansas St.,1.15,1.55,77.31,32.19,72.3,72.2437,69.2125,20.7366,54.5236,24.7398,20.6069,50.4529,28.9402,16.8,12.69,20.16,21.6,28.75,7.51,14.17,20.05,29.8,28.47,10.22,12.62,17.55,25.09,34.52
2010 Kansas St.,1.76,0.52,76.55,29.31,71.7,72.0852,69.501,24.9128,49.3371,25.7502,26.236,49.6013,24.1627,28.73,19.64,13.98,23.24,14.4,4.69,7.49,29.96,26.87,30.99,12.04,9.92,23.9,25.86,28.29
2011 Kansas St.,1.52,1.68,76.96,35.72,69.1,69.1149,66.786,22.2408,48.913,28.8462,25.4113,51.0055,23.5832,29.51,16.86,17.04,18.35,18.24,6.57,9.93,18.22,27.53,37.76,12.02,13.91,22.92,22.89,28.25
2012 Kansas St.,1.45,2.06,76.93,35.08,67.1,68.0309,65.8239,22.8767,53.6918,23.4315,23.8411,50.8988,25.2602,19.25,18.52,22.53,18.75,20.96,6.8,6.26,20.17,28.74,38.02,15.28,11.74,18.02,26.51,28.46
2013 Kansas St.,1.94,-0.26,76.18,33.89,63.7,63.6886,60.9899,18.1349,52.3421,29.523,21.0148,54.8588,24.1264,20.23,15.07,25.58,19.92,19.21,6.01,5.96,22.83,20.43,44.77,11.48,16.52,20.04,25.13,26.83
2014 Kansas St.,1.51,-1,76.49,33.1,65.7,65.7266,63.6653,21.3158,52.6316,26.0526,25.5211,51.9685,22.5104,17.53,22.79,19.53,21.27,18.89,11.22,8.64,27.44,22.84,29.86,14.92,15.27,19.77,24.77,25.27
2017 Kansas St.,1.61,1.18,77.43,24.95,67.6,67.6069,66.1487,21.32382085,49.30638129,29.36979786,19.7301855,48.65092749,31.61888702,19.49,17.15,20.85,23.6,18.86,6.48,11.75,19.98,31.16,30.55,12.01,17.13,23.29,26.73,20.78
2018 Kansas St.,1.48,0.5,77.08,29.75,66.6,66.6026,65.5437,19.08745247,51.9391635,28.97338403,21.50928168,46.89265537,31.59806295,16.08,24.43,18.25,16.63,24.61,17.67,10.49,17.85,28.21,25.78,17.47,14.1,19.67,21.01,27.75
2019 Kansas St.,2.17,0.08,76.63,28.55,65,64.9201,63.0414,17.12880143,50.53667263,32.33452594,17.67901235,47.80246914,34.51851852,18.99,22.49,17.55,18.2,22.7,7.14,7.49,15.54,33.22,36.53,13.2,17.05,19.95,25.56,24.17
2023 Kansas St.,2.47,0.81,76.29,24.35,70.7,70.7287,70.2112,21.19205298,50.49668874,28.31125828,21.09551833,51.3354459,27.56903576,23.88,14.83,20.41,21.71,19.12,4.63,7.22,22.35,28.49,37.24,15.22,17.82,22.18,20.3,24.42
2023 Kennesaw St.,2.38,-1.39,75.89,29.66,69.2,69.1918,68.5425,18.59142607,48.99387577,32.41469816,19.67213115,48.08743169,32.24043716,22.77,18.24,18,18.45,22.49,7.18,12.07,11.71,27.26,41.71,14.57,13.66,19.14,27.02,25.55
2008 Kent St.,2.02,-1.75,75.95,32.18,65.2,65.1295,64.1316,22.0564,52.8192,25.1244,21.5242,52.0092,26.4665,14.12,20.82,22.25,21.18,21.63,7.95,15.49,17.08,20.89,38.59,11.88,17.12,16.96,22.63,31.41
2017 Kent St.,1.62,0.02,76.15,33.87,70.4,70.382,68.2714,19.50394589,52.7621195,27.73393461,19.39370385,50.52467936,30.08161679,17.73,19.41,21.32,19.06,22.48,9.13,10.17,17.79,26.16,36.75,12.25,13.12,20.68,23.66,30.28
2023 Kent St.,2.24,-0.81,75.68,28.61,69.3,69.3536,68.0538,18.40693355,51.01114321,30.58192324,22.93923693,46.25529911,30.80546397,22.14,19.92,20,18.59,19.35,2.87,3.46,22.7,32.67,38.3,12.88,13.83,19.55,26.09,27.64
2008 Kentucky,1.5,1.95,77.89,28.82,65.8,65.9148,61.9035,22.2222,52.0716,25.7062,24.8773,47.5957,27.527,21.64,27.72,14.29,15.13,21.22,8.21,13.21,14.62,28.54,35.42,16.15,14.45,22.76,22.35,24.3
2010 Kentucky,0.83,2.77,78.61,28.21,70.1,70.2796,67.5908,21.5471,55.4449,23.008,19.1653,51.0535,29.7812,20.18,19.87,15.46,19.39,25.1,5.76,9.54,14.65,26.23,43.83,13.85,16.13,16.42,20.63,32.96
2011 Kentucky,1.16,1.56,78.43,20.24,66.9,67.24,65.932,19.6837,50.6854,29.6309,19.7347,54.1459,26.1194,25.42,19.86,16.3,23.83,14.59,6.97,6.8,13.05,25.99,47.19,14.73,12.01,17.01,28.31,27.93
2012 Kentucky,0.77,3.82,78.82,21.58,65.9,66.7066,64.0843,21.9063,56.2843,21.8094,17.5815,55.3033,27.1151,16.93,21.36,19.51,21.55,20.64,4.68,14.33,19.79,27.16,34.04,10.52,16.72,16.61,21.46,34.69
2014 Kentucky,0.31,4.75,79.4,23.61,66.8,66.8184,64.6236,26.1029,53.5428,20.3543,21.651,53.3583,24.9906,15.87,21.73,20.95,23.53,17.92,7.55,8.03,11.95,34.43,38.05,12.12,13.6,15.5,33.65,25.13
2015 Kentucky,0.73,6.89,79.28,39.9,63.9,63.8582,61.9696,23.6207,55.3793,21,20.916,54.2965,24.7875,15.33,22.66,18.78,23.57,19.66,6.08,5.69,20.03,34.47,33.72,10.99,13,18.01,30.08,27.92
2016 Kentucky,0.96,2.85,76.7,28.99,68.1,68.1451,66.9955,19.6085,54.806,25.5855,24.3166,51.0812,24.6022,22.57,17.14,22.61,19.73,17.96,6.87,16.28,20.1,28.86,27.89,10.43,18.76,17.13,28.17,25.51
