year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,win,ovr_rating_bpi,ovr_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,reb%_off,ftr_off,to%_off,reb%_def,3p%_off,eff_off,ft%_def,eff_def,s_f,a_f
2021,Midwest,First Round,6,2021 San Diego St.,11,2021 Syracuse,0,1.3,5.0692,8.444893286,0.1,-2.136947568,-3.9,9.2,-3.9,-5.9,5.8,8.733,-5.2,-16.8744,0,0
2021,Midwest,First Round,3,2021 West Virginia,14,2021 Morehead St.,1,11.7,16.42501,10.93302741,5.6,4.211180103,10.7,16.3,-1,0,5,13.349,1.1,0.072,0,0
2021,Midwest,First Round,7,2021 Clemson,10,2021 Rutgers,0,-0.1,-1.9776,-3.636051396,4.1,1.596991833,-2.7,-9.6,0.6,-0.9,2.5,1.0105,6.5,-6.0662,0,0
2021,Midwest,First Round,2,2021 Houston,15,2021 Cleveland St.,1,20.1,27.44731,18.63384823,10.4,10.13369727,7.5,-6.5,-4,-2.9,4.7,14.344,-1.7,-15.0251,0,0
2022,West,First Round,1,2022 Gonzaga,16,2022 Georgia St.,1,19.1,31.12395,20.25781774,8.6,11.03497735,-1.7,-3.1,-6.8,-9.8,0,21.0814,-2.1,-11.1016,1,0
2022,West,First Round,8,2022 Boise St.,9,2022 Memphis,0,-3.8,0.1922,-0.455368647,-0.5,-1.708488924,-0.4,2.3,-2.4,-15.6,2,7.375,2.9,-12.7671,0,0
2022,West,First Round,5,2022 Connecticut,12,2022 New Mexico St.,0,9.4,9.2255,10.01019651,3.7,-2.092620129,11.8,2.8,0.5,-5.8,5.3,13.4624,-1.5,-9.4207,0,0
2022,West,First Round,4,2022 Arkansas,13,2022 Vermont,1,2.8,5.9545,6.738643557,0.9,-2.139687657,12.3,15.3,0.3,1.8,-3.7,13.1489,-1.5,-20.1132,0,0
2022,West,First Round,6,2022 Alabama,11,2022 Notre Dame,0,1.8,3.7289,12.93636211,-3.5,-10.71661335,11.5,10.7,4.8,8.6,-0.9,8.463,-4.7,-4.262,0,0
2022,West,First Round,3,2022 Texas Tech,14,2022 Montana St.,1,16.4,20.83244,9.919527374,10.1,13.03376349,10,-0.1,2,-0.6,-1.4,6.5869,-6.5,-19.8863,0,1
2022,West,First Round,7,2022 Michigan St.,10,2022 Davidson,1,1.2,0.0689,12.33569527,-4.3,-13.05000352,8.5,2.4,2.3,3.4,4,5.911,-4.8,-12.253,0,0
2022,West,First Round,2,2022 Duke,15,2022 Cal St. Fullerton,1,17.2,21.60934,23.53229054,4.1,-0.10904378,3.9,2.5,-5.3,-0.5,-0.3,17.8216,-9.2,-5.5724,0,1
2022,East,First Round,1,2022 Baylor,16,2022 Norfolk St.,1,16.9,26.17497,19.54688336,8,6.795395341,9.1,-4.8,-0.3,-1.4,5.5,17.4667,0.6,-11.0157,1,0
2022,East,First Round,8,2022 North Carolina,9,2022 Marquette,1,5.3,2.0435,7.949722826,1.9,-6.705693589,-1,-0.1,-2.6,-1.6,4.5,10.9064,-1,-2.477,0,0
2022,East,First Round,5,2022 Saint Mary's,12,2022 Indiana,1,1.8,4.8715,-2.679654242,4.1,3.608200139,2.3,-7.4,-0.3,-5,2.5,10.2133,1.5,-10.6686,0,0
2022,East,First Round,4,2022 UCLA,13,2022 Akron,1,12,21.35769,17.73729752,3.9,3.463627853,5.6,3.6,-4.2,-4.3,0.5,11.8591,3.1,-13.2673,0,1
2022,East,First Round,6,2022 Texas,11,2022 Virginia Tech,1,0.7,2.5429,6.219341446,-0.5,-4.865871691,5.8,7.1,-0.6,1.9,0.6,7.6689,-7.4,-19.1952,0,0
2022,Midwest,First Round,1,2022 Texas,16,2022 Texas Southern,1,14.3,21.73875,10.17246229,10.3,11.25972831,3.7,-2,0.8,-3.8,2.8,11.3476,-0.2,-7.4724,0,0
2022,East,First Round,3,2022 Purdue,14,2022 Yale,1,15.7,20.05288,21.04690138,5,-0.443897071,8.7,5.2,-0.9,-2,8.7,20.0074,-1.7,0.63,0,0
2022,East,First Round,7,2022 Murray St.,10,2022 San Francisco,1,-0.3,-1.9789,1.128671246,-1.7,-5.635253054,11.7,-1.1,-1.4,-4.9,5.8,18.5864,-1.6,-15.1849,0,0
2022,East,First Round,2,2022 Kentucky,15,2022 Saint Peter's,0,12.9,22.31932,12.81193966,8.1,8.091086895,9.8,-13.8,-4.3,-6.6,5.5,22.0781,3,-3.3431,0,0
2022,South,First Round,1,2022 Arizona,16,2022 Wright St.,1,16.8,28.074969,24.46178478,4.8,1.823811113,4.5,9.1,-0.4,-3,1.7,12.265,-9.6,-16.4765,1,0
2022,South,First Round,8,2022 Seton Hall,9,2022 TCU,0,-0.9,0.058,-0.899462848,1.6,-1.331886517,6.6,4.1,-0.9,-8.7,1.8,7.0375,10.5,-4.6662,0,0
2022,South,First Round,5,2022 Houston,12,2022 UAB,1,10.6,12.4643,15.14342114,4.2,-2.418422746,10.4,-2.8,-4.3,-6.1,1.7,19.1734,-3.4,-22.8788,0,0
2022,South,First Round,4,2022 Illinois,13,2022 Chattanooga,1,5.9,8.3142,12.07170927,2.5,-3.800971595,7.1,4.4,-0.3,-6.9,6.1,10.6975,-4.5,-12.7894,0,0
2022,South,First Round,6,2022 Colorado St.,11,2022 Michigan,0,-5,0.2085,9.040412339,-7.1,-12.48060129,-1.9,3.8,0.1,-6.3,2.7,6.487,-3.7,-8.6906,0,0
2022,South,First Round,3,2022 Tennessee,14,2022 Longwood,1,16.2,22.75591,12.62464704,8.6,9.903030329,8.3,2.8,-2.1,-6.2,4.7,7.9341,-1.8,-18.501,1,0
2022,South,First Round,7,2022 Ohio St.,10,2022 Loyola Chicago,1,0.3,-1.8724,9.799442491,-2,-11.6885874,4.9,5.1,-3.2,3.5,5.8,19.0958,1.6,-6.022,0,0
2022,South,First Round,2,2022 Villanova,15,2022 Delaware,1,16.5,21.8277,20.27077617,4.3,-0.284294444,-0.3,1.2,-3,1.2,1,10.021,0.3,-9.4862,0,1
2022,Midwest,First Round,8,2022 San Diego St.,9,2022 Creighton,0,2.8,4.6825,-6.979613172,8.3,10.75208067,1.2,11,3.8,-1.6,4.1,3.1609,-5.6,-12.3884,0,0
2022,Midwest,First Round,5,2022 Iowa,12,2022 Richmond,0,8.5,13.70189,20.51540663,-1,-7.12683672,5,6.9,-6,7.8,2.5,17.887,-1.9,-4.559,0,0
2022,Midwest,First Round,4,2022 Providence,13,2022 South Dakota St.,1,2.9,2.4368,15.409119,-3.7,-14.7732826,6.3,17.2,1.5,4,-0.9,2.724,-5.1,-19.778,0,0
2022,Midwest,First Round,6,2022 LSU,11,2022 Iowa St.,0,4.9,5.1357,-6.905455708,9.9,8.538218478,5.2,-3.2,-4.1,3,2.3,9.7064,0.6,-8.4207,0,0
2022,Midwest,First Round,3,2022 Wisconsin,14,2022 Colgate,1,7.2,11.36661,13.57648271,2.3,-2.806566097,1,8,-3.5,-2.5,-2.4,5.8954,-1.3,-12.092,0,0
2022,Midwest,First Round,7,2022 USC,10,2022 Miami FL,0,0.7,1.8287,9.834722103,-2.7,-10.61450086,3.5,6.3,-2.6,3.8,0.2,1.581,-3,-13.4055,0,0
2022,Midwest,First Round,2,2022 Auburn,15,2022 Jacksonville St.,1,13.3,22.21153,14.33160622,6.4,6.84663157,7,10.5,-0.4,1,-0.5,8.6363,4.6,-14.5101,0,1
2023,South,First Round,1,2023 Alabama,16,2023 Texas A&M Corpus Chris,1,20.9,27.767551,21.22478905,10,5.557298938,5.9,-1.9,-1.9,-5,0.5,8.718,-8.6,-18.0683,1,0
2023,South,First Round,8,2023 Maryland,9,2023 West Virginia,1,-0.1,-0.7742,7.776870805,-2.3,-12.72302475,0.9,-4.6,-4.7,-6.5,-1.1,7.514,-1.4,-11.3872,0,0
2023,South,First Round,5,2023 San Diego St.,12,2023 Charleston,1,4.4,8.4942,8.972468714,4,-2.296293439,6.2,9.6,-1.7,-9.3,4.1,12.3628,-0.7,-17.3214,0,0
2023,South,First Round,4,2023 Virginia,13,2023 Furman,0,6.9,7.98633,14.29235551,1.1,-8.664003782,-1.6,2.7,-4.7,-4.6,2.2,5.922,1.3,-19.2461,0,0
2023,South,First Round,6,2023 Creighton,11,2023 NC St.,1,4.9,7.3493,11.56802814,0.3,-7.473094677,-1.1,-5.9,-2.5,-7.4,3.8,8.357,0.9,-13.6512,0,0
2023,South,First Round,3,2023 Baylor,14,2023 UC Santa Barbara,1,11.5,13.3389,24.81846538,0.3,-13.17163653,8.6,8,-0.6,4.5,2.7,12.712,-3,-5.967,0,0
2023,South,First Round,7,2023 Missouri,10,2023 Utah St.,1,-1.2,-4.9628,15.53836941,-6.8,-22.85832723,2,-0.7,0.2,9.9,1.8,11.696,-1.5,-6.371,0,0
2023,South,First Round,2,2023 Arizona,15,2023 Princeton,0,9.7,17.2937,21.24059568,1.6,-6.127066279,8.3,7.2,3.9,-2.2,5.1,13.643,0.1,-9.9033,0,0
2023,East,First Round,8,2023 Memphis,9,2023 Florida Atlantic,0,0.5,0.4583,8.482476817,-0.9,-10.12276276,6.5,9.2,0.1,1.9,3.6,14.178,2.1,-15.2501,0,0
2023,East,First Round,5,2023 Duke,12,2023 Oral Roberts,1,7.3,5.2398,13.02587467,1.4,-9.751555843,8.8,8.8,0.6,1.4,-0.6,11.2416,-1.9,-19.5967,0,0
2023,East,First Round,4,2023 Tennessee,13,2023 Louisiana,1,13.7,16.50429,13.3174733,7.9,1.432116517,10.4,-2.9,0,-6.9,-3,6.442,5,-22.2172,0,0
2023,East,First Round,6,2023 Kentucky,11,2023 Providence,1,2.1,3.0682,15.03189169,-2.7,-16.45698479,12,7,0.4,-9.7,1.5,9.092,-0.1,-10.672,0,0
2023,East,First Round,3,2023 Kansas St.,14,2023 Montana St.,1,8,12.56637,7.235061052,5.3,0.794746019,5.6,1.5,-0.1,3.5,-0.8,5.8783,-7.1,-9.5891,0,0
2023,East,First Round,7,2023 Michigan St.,10,2023 USC,1,2.2,1.0772,7.843030263,0.9,-9.698474457,-5.6,-4,-1.7,-3.8,6.1,8.2336,-2.3,-4.053,0,0
2023,East,First Round,2,2023 Marquette,15,2023 Vermont,1,9.4,16.40836,20.19416799,0.7,-7.191696708,4,0.2,-1.6,12.8,0.2,12.652,-0.5,-9.028,0,0
2023,Midwest,First Round,1,2023 Houston,16,2023 Northern Kentucky,1,19.1,28.302733,18.20616248,11.5,8.310266093,4.3,-2.3,-7.9,-3.9,-2.2,15.659,-1.4,-17.0547,1,0
2023,Midwest,First Round,8,2023 Iowa,9,2023 Auburn,0,-0.8,-1.8463,11.64122512,-4.7,-17.33557252,0.2,-6.5,-5.2,-5.7,5.5,16.2527,4.2,0.305,0,0
2023,Midwest,First Round,5,2023 Miami FL,12,2023 Drake,1,2.9,2.4062,13.24443065,-1.7,-13.05238107,9.6,3.3,-1.3,4.7,5.6,20.1466,-2.6,-4.67,0,0
2023,Midwest,First Round,4,2023 Indiana,13,2023 Kent St.,1,5.2,5.4614,7.367767129,3.9,-5.563731883,-2.2,-8.7,-5.7,-3,6.1,13.3111,-1.8,-9.1159,0,0
2023,Midwest,First Round,6,2023 Iowa St.,11,2023 Pittsburgh,0,3.3,7.0682,9.681192027,3.6,-5.872235811,5.7,-2.8,3.1,-3.8,0.5,-0.637,-4.2,-17.0462,0,0
2023,Midwest,First Round,3,2023 Xavier,14,2023 Kennesaw St.,1,10.4,16.05037,19.11419644,4.1,-5.906425605,6,-5.4,-2.1,-2.1,4.7,11.476,6.1,-2.412,0,0
2023,Midwest,First Round,7,2023 Texas A&M,10,2023 Penn St.,0,1.5,3.2467,13.17332959,-2.9,-12.87557188,11.5,20,5.2,11.6,-0.5,4.604,-3.4,-11.8783,0,0
2023,Midwest,First Round,2,2023 Texas,15,2023 Colgate,1,12.5,19.27803,20.06481478,2.5,-4.279870013,4.2,11.2,-1.1,4.5,-1,7.679,6.2,-20.5547,0,0
2023,West,First Round,1,2023 Kansas,16,2023 Howard,1,17.8,26.34921,18.31641926,9.3,5.619561777,-3.2,-4.8,-3.2,-5.5,0.8,4.103,0.7,-6.6882,0,1
2023,West,First Round,8,2023 Arkansas,9,2023 Illinois,1,1.5,2.1482,4.795626728,3.5,-5.747453709,3.7,9.2,-0.3,-4.1,-1.9,9.7385,3.4,-10.474,0,0
2023,West,First Round,5,2023 Saint Mary's,12,2023 VCU,1,3.5,8.7462,4.280832746,6.5,2.006778679,3.3,0.7,-7.7,-7.2,4.4,18.275,5.5,-10.9827,0,0
2023,West,First Round,4,2023 Connecticut,13,2023 Iona,1,10.2,13.6572,15.83706411,3.7,-4.550601599,8.7,0.2,-2,-5.8,6.5,20.2021,0.5,-15.6205,0,0
2023,West,First Round,6,2023 TCU,11,2023 Arizona St.,1,3.9,5.6871,3.755684193,4.9,-1.544497477,0.6,0.5,-3.5,1.1,-3,8.5277,2.2,-5.3846,0,0
2023,West,First Round,3,2023 Gonzaga,14,2023 Grand Canyon,1,9.9,18.31869,26.932824,-1.9,-12.00975892,0.8,1,-0.4,-4.5,6.4,16.744,2,-5.564,0,0
2023,West,First Round,7,2023 Northwestern,10,2023 Boise St.,1,1.2,-2.3021,-1.012797481,3.5,-4.221148034,4.5,2.3,-2.9,0.9,1.1,7.2459,-6.2,-10.3364,0,0
2023,West,First Round,2,2023 UCLA,15,2023 UNC Asheville,1,16.5,26.12588,15.5270147,10.3,10.48229627,5,0.3,-2.6,1.8,4.2,10.415,0.4,-15.0065,1,0
